verstehst,none
krank,none
danach,none
geworden,none
arzt,m
schaffen,n
stelle,f
groß,none
wem,none
hoelle,none
voellig,none
weh,none
s,none
fehler,m
drueben,none
harry,none
buero,none
captain,none
rufen,n
irgendwie,none
eigenen,none
probleme,f
allem,none
mr,none
wert,m
tue,none
buch,n
lebt,none
scheiß,none
kaufen,n
erinnern,m
direkt,none
laufen,m
george,none
trotzdem,none
schreiben,n
still,none
kleines,none
koerper,none
retten,none
fand,none
unserem,none
solche,none
denkt,none
koennt,none
ln,none
alleine,none
sitzen,none
hoere,none
millionen,none
tagen,none
york,none
suche,f
vergiss,none
gutes,none
leider,none
sagten,none
typen,none
schluessel,none
tragen,n
mund,m
worden,none
haelt,none
zwar,none
bereits,none
leicht,none
spielt,none
schiff,n
hoerst,none
lhren,none
onkel,m
glaub,none
verlieren,n
großer,none
klingt,none
irgendwo,none
zukunft,f
kennt,none
plan,m
schoene,none
verschwinden,n
interessiert,none
waffen,f
kaempfen,none
party,f
bringe,none
hinten,none
setz,none
kumpel,m
wolltest,none
boden,m
general,m
zeig,none
boese,none
halte,none
gegangen,none
richtige,n
liebling,m
acht,f
froh,none
machte,none
jedes,none
hart,none
vorsichtig,none
joe,none
versuch,m
getroffen,none
moegen,none
zeug,n
damals,none
stimme,f
gefuehl,none
leuten,none
lesen,n
mist,m
zug,m
hattest,none
verdammte,none
geschaeft,none
arschloch,n
rest,m
mom,none
de,none
aufhoeren,none
koenntest,none
klasse,f
lasse,none
boss,m
erklaeren,none
fliegen,n
laden,n
stolz,m
stark,none
hasse,none
wohnung,f
gebracht,none
fort,n
genauso,none
mai,m
entschuldige,none
besonders,none
seien,none
tages,none
weniger,none
zieh,none
aerger,none
fuehle,none
schauen,none
idiot,m
o,none
schneller,m
denk,none
geschafft,none
verzeihung,f
daddy,none
charlie,none
tja,none
schicken,none
erwartet,none
nachricht,f
findet,none
funktioniert,none
werd,none
stand,m
traum,m
sollst,none
t,none
fallen,n
wovon,none
gefaengnis,none
aufs,none
hotel,n
krankenhaus,n
umbringen,none
faellt,none
redest,none
weisst,none
gottes,m
total,n
fenster,n
lebens,none
glaubt,none
vorstellen,none
and,none
sinn,m
aendern,none
versuche,m
heraus,none
heißen,none
tanzen,n
monate,none
lachen,n
kampf,m
nachdem,none
arm,m
wenigstens,none
geschehen,n
hoerte,none
kamen,none
passt,none
liebt,none
folgen,f
eher,none
gefragt,none
dumm,none
deswegen,none
solange,none
lustig,none
starb,none
unmoeglich,none
bild,n
boot,n
genommen,none
dame,f
fuehren,none
unglaublich,none
vertrauen,n
verletzt,none
passieren,m
cool,none
meisten,f
tom,none
vorher,none
ploetzlich,none
angerufen,none
bewegung,f
kuemmern,none
rueber,none
komisch,none
paris,none
super,n
sieben,n
erinnere,none
lhrer,none
ne,none
rufe,none
bier,n
augenblick,m
herum,none
kalt,none
wunderbar,none
großartig,none
wahl,f
auge,n
fahr,none
konnten,none
laenger,none
johnny,none
tisch,m
rum,m
antwort,f
jedem,none
david,none
arme,none
umgebracht,none
schlimm,none
verheiratet,none
steh,none
anrufen,n
worte,f
moechtest,none
vorsicht,f
hilf,none
bezahlt,none
voller,none
links,none
sekunden,none
werdet,none
waerst,none
liegen,m
fuehlen,none
nochmal,none
armee,f
bitten,n
gestorben,none
finger,m
meinung,f
nimmt,none
zahlen,f
sicherheit,f
verkaufen,n
gesprochen,none
wozu,none
muede,none
seele,f
welcher,none
schießen,none
michael,none
arbeite,none
sitzt,none
to,none
sonne,m
damen,none
laß,none
bezahlen,none
selber,none
reise,f
team,n
sobald,none
meister,m
majestaet,none
anfang,m
fangen,n
außerdem,none
geschrieben,none
sex,m
hole,none
kriegt,none
yeah,none
magst,none
laut,m
klappe,f
amerika,none
nahm,none
niemanden,none
gefaehrlich,none
r,none
moerder,none
gewinnen,n
gedanken,m
obwohl,none
monat,m
mike,none
arbeitet,none
herrn,none
behalten,none
legen,n
bob,m
person,f
herzen,none
brief,m
praesident,none
rechts,none
anfangen,m
schluss,m
huebsch,none
don,none
gewonnen,none
wisst,none
versprochen,none
chef,m
findest,none
perfekt,n
schlagen,n
tatsaechlich,none
pferd,n
dagegen,none
erfahren,none
monsieur,none
mord,m
paul,none
naehe,none
noetig,none
wow,n
aller,none
offen,none
wach,none
singen,n
beispiel,n
ais,none
sowieso,none
jedenfalls,none
schwein,n
bank,f
ziel,n
klein,none
verdient,none
band,n
geist,m
ma,none
max,none
neu,none
schreit,none
anwalt,m
monaten,none
show,f
heim,n
fuehrt,none
lauf,m
ehre,f
unterwegs,none
gelernt,none
minute,f
reich,n
wunder,n
opfer,n
erzaehl,none
bekannt,none
hau,none
haut,f
weder,none
ruecken,none
bekommt,none
peter,none
jemals,none
partner,m
h,n
zieht,none
nase,f
gefahr,f
regeln,n
absolut,none
tief,n
flugzeug,n
befehl,m
geschickt,none
wette,f
nennt,none
jung,none
sucht,f
gehabt,none
geboren,none
rolle,f
l,none
schoenen,none
leg,none
holt,none
erinnerst,none
heiße,none
kraft,f
lhrem,none
lacht,none
bar,none
richtung,f
tasche,f
schlag,m
professor,none
steckt,none
staendig,none
erwischt,none
stell,none
schrecklich,none
verschwinde,none
weise,f
schlimmer,none
ließ,none
frieden,none
verliebt,none
bleibe,f
ehe,f
kriege,none
naeher,none
gelesen,none
dahin,none
wofuer,none
dauert,none
neben,none
gold,n
raum,m
benutzt,none
welches,none
regierung,f
faehrt,none
volk,n
fernsehen,n
zeiten,none
toten,f
achtung,f
karte,f
hunger,m
diesmal,none
preis,m
benutzen,none
scheisse,none
hilft,none
geschenk,n
hoffentlich,none
manche,none
ansehen,n
kriegst,none
lage,f
wuenschte,none
fehlt,none
willen,m
bescheid,m
heiß,none
kamera,f
gleiche,n
ruft,none
unfall,m
ans,none
bullen,f
szene,f
gericht,n
gerettet,none
schlaf,m
schicksal,n
gesetz,n
fuers,none
d,none
verkauft,none
bewegen,none
leiche,f
lm,none
jesus,none
soldaten,f
geburtstag,m
lebe,none
darfst,none
ewig,none
ben,none
schade,none
seh,none
witz,m
muesste,none
it,none
erwarten,m
aiies,none
ihres,none
fahre,none
aehm,none
pro,none
traurig,none
haeltst,none
doc,none
jemandem,none
b,n
setzt,none
gesellschaft,f
punkt,m
freiheit,f
jimmy,none
darin,none
brachte,none
weile,f
jawohl,none
dasselbe,none
maul,n
zeigt,none
taxi,n
erreichen,n
redet,none
foto,n
gekauft,none
meer,n
sheriff,none
liebst,none
unbedingt,none
aussehen,n
tante,f
drehen,n
stirbt,none
bord,n
kirche,f
tee,m
of,none
erledigt,none
wein,m
weihnachten,n
irgendwann,none
billy,none
euren,none
brauch,m
hochzeit,f
dorf,n
sagtest,none
james,none
lady,none
lust,f
kontrolle,f
tolle,f
beine,f
hut,m
wiii,none
hoffnung,f
firma,f
me,none
luegen,none
sergeant,m
fuerchte,none
kaputt,none
bekam,none
is,none
nachrichten,f
ball,m
haare,f
tschuess,none
seltsam,none
vergnuegen,none
sauber,none
bill,none
zuhause,n
anderer,none
zeichen,n
herein,none
liste,f
haltet,none
normal,n
see,m
schaetze,none
bewegt,none
wussten,none
blick,m
naja,none
gesucht,none
gestohlen,none
vorne,none
jim,none
kindern,none
frag,none
bleibst,none
nachts,none
neun,f
naemlich,none
wunderschoen,none
stecken,none
großes,none
freut,none
weitere,none
gehoeren,none
schwoere,none
nervoes,none
hals,m
henry,n
gearbeitet,none
eigene,none
glas,n
versteckt,none
feind,m
schoenes,none
verzeihen,none
oeffnen,none
meter,m
drogen,f
schoener,none
nehmt,none
madame,f
mary,none
sueß,none
entscheidung,f
erschossen,none
veraendert,none
la,none
wind,m
ray,none
wohnen,n
schuhe,f
interessant,none
uebrigens,none
letzter,none
muesst,none
naechstes,none
schaut,none
armen,f
verstand,m
verraten,n
besuch,m
beweise,none
sekunde,f
polizist,m
meint,none
fur,none
insel,f
beweisen,none
antworten,none
fotos,none
passen,none
werfen,n
persoenlich,none
fragte,none
namens,none
gegenueber,none
unsinn,m
drink,m
fuß,none
besuchen,n
guete,none
lieb,none
guck,none
deines,none
roger,none
richtigen,none
uebrig,none
major,none
bein,n
messer,n
geheimnis,n
kannte,none
gegessen,none
ungefaehr,none
ran,none
maria,none
nahe,none
meinte,none
nimmst,none
gruppe,f
buecher,none
weib,n
geschlafen,none
g,none
london,none
letztes,none
zeitung,f
zufrieden,none
verdammten,none
zweite,f
geliebt,none
freude,f
loch,n
stellt,none
statt,f
fleisch,n
ganzes,none
verschwunden,none
ee,none
worauf,none
sauer,none
erkennen,n
weißen,none
entfernt,none
nick,none
mut,m
mitnehmen,none
anruf,m
lied,n
traeume,none
for,none
kostet,none
fisch,m
amerikaner,m
schuldig,none
zumindest,none
entweder,none
mark,none
sprach,none
informationen,none
miteinander,n
sowas,none
gibst,none
sahen,none
schmerz,m
furchtbar,none
niemandem,none
vaters,none
vorwaerts,none
computer,m
teilen,n
gefahren,m
erster,none
eier,f
seines,none
kontakt,m
situation,f
bus,m
verstecken,n
haenden,none
ehren,none
entlang,none
kueche,none
wuetend,none
mami,f
fuehlt,none
eddie,none
ueberraschung,none
tony,none
haar,n
schwert,n
schreien,none
lag,none
fraeulein,none
ha,none
hielt,none
richter,m
gespielt,none
gegend,f
red,none
gebaeude,none
geredet,none
rat,m
schlechte,none
sueße,none
haengt,none
eis,n
big,none
zerstoert,none
koffer,m
wohnt,none
schwarze,f
versteht,none
kuemmere,none
erledigen,none
lieutenant,none
alex,none
maennern,none
witzig,none
schließlich,none
position,f
drinnen,none
fbi,n
soweit,none
falsche,none
entscheiden,n
erhalten,none
bauen,n
kleid,n
dachten,none
uebel,none
ueberleben,none
hinaus,none
beeil,none
wald,m
toete,none
beschaeftigt,none
ring,m
verbindung,f
koenigin,none
ecke,f
halb,none
bericht,m
gingen,none
vergangenheit,m
spiele,f
angefangen,none
weinen,n
welchen,none
radio,n
nah,none
beziehung,f
haengen,none
feiern,n
w,none
mussten,none
verhaftet,none
maschine,f
ermordet,none
aiie,none
richard,none
groeßte,none
betrunken,none
mußt,none
soldat,m
irgendetwas,none
on,none
gefuehle,none
rauf,none
rief,none
beginnt,none
anna,m
witze,none
engel,m
quatsch,m
haelfte,none
spreche,none
lehrer,m
england,none
charles,none
dessen,none
schwierig,none
fang,m
gleichen,none
respekt,m
adresse,f
bruecke,none
falschen,none
blumen,none
bobby,m
besorgen,none
sommer,m
bilder,f
park,m
flug,m
agent,none
schlampe,f
hunde,none
geschlagen,none
beginnen,m
danken,none
schritt,m
zerstoeren,none
au,f
martin,none
bombe,f
san,none
schwarzen,m
ted,none
gelassen,none
aufgabe,f
jerry,none
allerdings,none
unseres,none
washington,none
prinzessin,f
colonel,none
kuemmert,none
treten,none
unterschied,m
gesund,none
stimmen,none
knast,m
fahrt,f
heisst,none
steig,m
gehirn,n
besorgt,none
fluss,m
tiere,m
bekomme,none
brueder,none
indem,none
traegt,none
gewartet,none
bisher,none
tor,n
glueckwunsch,none
tommy,m
gebt,none
schafft,none
planeten,none
wuensche,none
bloed,none
rom,none
hintern,m
falle,f
singt,none
dach,n
toetet,none
helfe,f
pistole,f
freunden,none
karten,m
leiden,n
wuenschen,none
gewehr,n
fuehlst,none
kapitaen,none
neuer,none
reichen,f
system,n
sprich,none
schlaeft,none
worueber,none
katze,f
vogel,m
rennen,n
erinnert,none
rechte,f
bringst,none
tier,n
steigen,n
flasche,f
traf,none
k,none
kuessen,none
deren,none
leisten,m
halbe,f
eurer,none
verspreche,none
vermisst,none
genannt,none
fragt,none
verbrechen,n
aussieht,none
melden,none
stehe,none
verantwortlich,none
pferde,none
erfolg,m
lee,f
ohren,none
bad,n
keinem,none
weiße,none
besonderes,none
theater,n
natur,m
laecheln,none
club,m
auftrag,m
wichser,m
aufhalten,none
schmerzen,f
by,none
davor,none
wuesste,none
abendessen,n
sarah,none
verdienen,n
trifft,none
deutschen,none
ueberrascht,none
baum,m
kosten,f
leer,none
morgens,none
gefangen,none
van,m
wand,f
city,f
haufen,m
schließen,none
moeglichkeit,none
schuetzen,none
besteht,none
rauchen,n
schwierigkeiten,f
stein,m
mitten,none
hinein,none
hose,f
verdammter,none
autos,none
zuvor,none
prima,m
schwanz,m
laecherlich,none
schickt,none
j,none
wieviel,none
beschuetzen,none
liebes,none
befehle,f
echte,none
vermutlich,none
robert,none
englisch,n
bedeuten,none
junger,none
luege,none
uh,none
gemeinsam,none
pause,f
versteh,none
aufpassen,none
einverstanden,none
brechen,n
grad,m
prinz,m
polizisten,none
lord,m
druck,m
heilige,f
daher,none
schwarz,n
solchen,none
uebernehmen,none
nachmittag,m
regen,m
schaetzchen,none
my,n
zweiten,none
rock,m
fassen,n
tote,f
fiel,none
madam,f
mitgebracht,none
mannes,none
mochte,none
wart,m
lief,none
dorthin,none
unterhalten,n
schuss,m
angriff,m
freue,none
gebaut,m
gebrochen,none
fanden,none
aiso,none
beruhige,none
offensichtlich,none
versprechen,n
monster,n
faengt,none
kapiert,none
ehemann,m
geschlossen,none
fruehstueck,none
gebeten,none
stoeren,none
irre,f
farbe,f
chris,none
taten,f
zufaellig,none
geschieht,none
pfund,n
mission,f
thomas,none
zeige,none
wochenende,n
unternehmen,n
fantastisch,none
kate,f
geb,none
schlaegt,none
entschieden,none
spur,f
liebte,none
hieß,none
vertrag,m
dienst,m
held,m
verpasst,none
irgendwelche,none
filme,none
stock,m
louis,m
meilen,none
wahnsinn,m
erschießen,none
nee,none
einzigen,none
mitkommen,none
braut,f
reisen,n
gewissen,n
schmeckt,none
sprache,f
begann,none
eigenes,none
reihe,f
fern,none
drueber,none
mond,m
gang,m
schauspieler,m
vollkommen,none
runde,f
restaurant,n
dreck,m
schrieb,m
untertitel,m
arthur,none
sprichst,none
warm,none
mistkerl,m
nette,none
bekommst,none
lager,n
atmen,n
legt,none
daraus,none
schloss,n
danny,none
geschossen,none
gespraech,none
usa,m
leise,none
flughafen,m
wunsch,m
schwanger,none
operation,f
anzug,m
gelegenheit,f
folge,f
kunden,f
dankbar,none
welchem,none
gewusst,none
tanz,m
fueße,none
thema,n
v,none
brauchte,none
dreh,m
netter,none
verantwortung,f
umsonst,none
geaendert,none
subtitles,none
verboten,none
schlechter,none
million,none
dick,none
groeßer,none
nerven,f
schaden,m
erreicht,none
jagen,n
urlaub,m
erlaubt,none
gaeste,none
erfahrung,f
viei,none
rot,n
getrunken,none
freuen,none
besseres,none
wache,f
gewalt,f
entkommen,n
wußte,none
hasst,none
riecht,none
strand,m
sterbe,none
konntest,none
aufstehen,m
wahnsinnig,none
nachgedacht,none
oberst,m
william,none
beenden,none
kino,n
lauter,none
folgt,none
aha,n
wahre,n
angebot,n
erklaert,none
trink,none
soii,none
stoert,none
gilt,none
keller,m
post,f
senator,none
eurem,none
isst,none
geschichten,f
frankreich,none
no,none
gentlemen,none
kugel,f
gemeint,none
milch,f
machten,none
kleider,f
herausfinden,none
mindestens,none
eh,none
einigen,none
trottel,m
schaffst,none
kuss,m
geholfen,none
knie,n
worum,none
grab,n
voraus,none
robin,none
blind,none
that,none
schande,f
carl,none
schoenheit,none
versuchte,none
fuhr,none
steve,none
dave,none
schatten,m
schulden,f
dauern,none
mister,none
schwimmen,n
such,none
beruhigen,none
form,f
bessere,none
verschwindet,none
zweimal,none
praesidenten,none
wei,none
dunkel,n
idioten,none
sieg,m
riggs,none
plaene,none
bat,none
zufall,m
eingeladen,none
scherz,m
gezeigt,none
geheiratet,none
ed,none
fahrer,none
aehnlich,none
verhalten,n
staaten,f
garten,m
großvater,none
schreibt,none
pflicht,f
spielte,none
deckung,f
energie,f
zeugen,none
star,m
faehrst,none
nachdenken,n
roy,none
risiko,n
geschaefte,none
www,none
z,none
erstes,none
kunst,f
behandelt,none
geschah,none
com,none
helft,none
duerfte,none
heiligen,f
maedels,none
beweis,m
priester,none
wusstest,none
stopp,m
zustand,m
direktor,m
gehalten,none
grenze,f
juden,m
geblieben,none
erzaehlte,none
vieiieicht,none
brennt,none
interesse,n
seiten,m
berg,m
test,m
bloede,none
soviel,none
jones,none
hoffen,none
dringend,none
nutzen,m
entdeckt,none
story,f
scheinen,none
klingelt,none
woanders,none
ldee,none
oma,f
aufgeben,n
loesung,none
bravo,none
nachher,none
stoehnt,none
bastard,m
satt,none
sonntag,m
armer,none
woran,none
schnauze,f
fred,none
geplant,none
normalerweise,none
kurs,m
wesen,n
angetan,none
fliegt,none
killer,m
anhalten,n
hinterlassen,none
do,none
einheit,f
pete,none
gestellt,none
ziehe,none
bloedsinn,none
mantel,m
verlangen,n
sorry,none
hoheit,f
nehm,none
verlangt,none
welch,none
ueberlegen,none
schueler,none
beweg,none
stehst,none
hure,f
deal,none
brot,n
verbringen,none
lucy,none
ann,none
vorhin,none
rache,f
großmutter,none
beeilen,none
jake,none
lautet,none
durcheinander,n
buehne,none
walter,none
karriere,f
ton,m
gelaufen,none
blieb,none
dieb,m
weshalb,none
zweifel,m
ohr,n
detective,none
zaehne,none
gast,m
freitag,m
kochen,n
dreht,none
schutz,m
merken,none
verfolgt,none
erinnerung,f
video,n
fair,none
laengst,none
wetter,f
passierte,none
norden,m
einsam,none
kuchen,m
boesen,none
handy,n
knochen,m
gebiet,n
abteilung,f
gaebe,none
patienten,none
arbeitest,none
tritt,m
kohle,f
springen,n
bulle,m
tausend,n
staat,m
scharf,none
langweilig,none
steigt,none
teuer,none
schick,m
moege,none
schaetzen,none
roten,none
abends,none
panik,f
ebenso,none
mitte,f
herzlichen,none
publikum,n
papiere,f
einiges,none
ios,none
hemd,n
beten,none
stuhl,m
hmm,none
krankheit,f
champagner,m
up,none
einander,none
womit,none
chicago,none
jane,none
klug,none
hauen,n
gefeuert,none
erlauben,none
fass,n
fuehlte,none
rote,none
inspektor,m
go,n
stern,m
marty,none
tode,none
zeitpunkt,m
helden,none
stehlen,n
we,none
traeumen,none
selbstverstaendlich,none
westen,m
leck,n
sitze,none
jedoch,none
beruf,m
schweigen,n
schuesse,none
woiien,none
hassen,n
neuigkeiten,f
al,none
gehts,none
nachbarn,none
zaehlt,none
zigarette,f
song,m
fick,m
trotz,m
trage,f
entlassen,none
begraben,none
echter,none
rechten,none
winter,m
street,none
vorstellung,f
erzaehle,none
rose,f
bestes,none
klappt,none
nigger,m
suchst,none
entschuldigt,none
kenn,none
dadurch,none
alan,none
college,n
abholen,n
medizin,f
fing,none
las,none
weiteren,none
fragst,none
funktionieren,n
schwach,none
europa,none
rechnung,f
wundervoll,none
andy,none
beinahe,none
simon,none
presse,f
seitdem,none
samstag,m
motor,m
zunge,f
wirkt,m
spiegel,m
sueden,none
handeln,n
selben,none
bester,none
sterne,none
zahl,f
brust,f
akte,f
gewinnt,none
neulich,none
dumme,none
zaehlen,none
streit,m
schien,none
schießt,none
langer,none
strafe,f
verflucht,none
aufmachen,n
bemerkt,none
ums,none
king,none
toilette,f
trug,m
trick,m
stop,none
schweine,none
zog,none
arbeitete,none
freundlich,none
knapp,none
luke,f
angenommen,none
termin,m
amen,n
saß,none
unschuldig,none
frisch,none
bißchen,none
wichtiger,none
bauch,m
erwarte,none
decke,f
trinke,none
english,none
toller,none
ueberpruefen,none
high,none
aufmerksamkeit,f
dan,none
feinde,none
veraendern,none
fuehrer,none
sturm,m
victor,none
vorbereitet,none
deutsche,none
groeße,none
hintergrund,m
lebst,none
zigaretten,none
reiten,n
außerhalb,none
spielst,none
menschheit,m
sprachen,none
wetten,f
irgendjemand,none
adam,n
langen,none
abgesehen,none
tatsache,f
spinnst,none
selbstmord,m
loesen,none
enden,none
geduld,f
roboter,m
erinnerungen,none
druecken,none
nieder,none
erwachsen,none
gelogen,none
schreibe,none
geklaut,none
gekriegt,none
wirf,none
nackt,none
unterschreiben,none
vergeben,none
groeßten,none
treppe,f
erklaerung,none
wild,n
spannende,none
montag,m
irgend,none
alarm,m
leichen,none
joey,none
schicke,none
programm,n
lebendig,m
bieten,n
beendet,none
be,none
einsatz,m
howard,none
kerle,none
papier,n
halben,none
peinlich,none
lippen,m
berge,f
kaiser,m
wueste,none
ei,n
schnee,m
besprechen,none
signal,n
annehmen,none
vertraut,none
blau,n
